search URL:,https://patents.google.com/?q=TAC%253d%28%28%E2%80%9Ccarbon+capture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Acapture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Atrap%2A%E2%80%9D+OR+%E2%80%9CCO2+capture%E2%80%9D+OR+%E2%80%9Ccarbon%2Aseparat%2A%E2%80%9D+OR+%E2%80%9CCO2+separat%2A%E2%80%9D+OR+%E2%80%9Ccaptur%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccaptur%2A+CO2%E2%80%9D+OR+%E2%80%9Cseparat%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cabsorb%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccompress%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccarbon%2Aabsor%2A%E2%80%9D+OR+%E2%80%9CCO2+absor%2A%E2%80%9D+OR+%E2%80%9Ccarbon%2Acompress%2A%E2%80%9D+OR+%E2%80%9CCO2+compress%2A%E2%80%9D+OR+%28%28%E2%80%9Csolvent+regenerat%2A%E2%80%9D+OR+%E2%80%9Csolvent+recover%2A%E2%80%9D%29+AND+%E2%80%9Ccarbon%E2%80%9D%29%29+%28%E2%80%9Ccarbon+storage%E2%80%9D+OR+%E2%80%9Ccarbon+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Astorage%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Asequest%2A%E2%80%9D+OR+%E2%80%9CCO2+storage%E2%80%9D+OR+%E2%80%9CCO2+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utilis%2A%E2%80%9D+OR+%E2%80%9CCO2+utiliz%2A%E2%80%9D+OR+%E2%80%9CCO2+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarboniz%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbonis%2A+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%28%28%E2%80%9Cleakage%E2%80%9D+OR+%E2%80%9Cmonitor%2A%22%29+AND+%28%22carbon+dioxide%E2%80%9D%29+AND+%28%22storage%22+OR+%22sequest%2A%22%29%29+OR+%E2%80%9Csequest%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cinject%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutiliz%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutilis%2A+carbon+dioxide%E2%80%9D%29%29&before=priority:20230731&after=priority:20130101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2022127209-A1,Use of renewable energy in olefin synthesis ,Sabic Global Technologies B.V.,"Andrew Mark Ward, Scott Stevenson, Arno Oprins, Zhun ZHAO, Tim Abbott, Kenneth Francis LAWSON, Joseph William SCHROER, Michael Edward HUCKMAN",2019-01-15,2020-01-14,2022-04-28,,https://patents.google.com/patent/US20220127209A1/en,https://patentimages.storage.googleapis.com/4a/65/f8/adfb0fd1a8a435/US20220127209A1-20220428-D00000.png
CN-105197887-B,Steam reforming device and method for producing hydrogen and fixing carbon through coke oven gas in synergic mode ,中国矿业大学,"陈玉民, 张军营, 秦勇, 赵永椿, 袁隆基",2015-09-15,2015-09-15,2017-03-22,2017-03-22,https://patents.google.com/patent/CN105197887B/en,
US-2014208782-A1,System and method for waste heat utilization in carbon dioxide capture systems in power plants ,Alstom Technology Ltd.,"Staffan Joensson, Hardy Rauchfuss, Gisbert Kaefer, Turgay Pekedemir, Michal BIALKOWSKI, Andreas Brautsch",2013-01-29,2013-01-29,2014-07-31,,https://patents.google.com/patent/US20140208782A1/en,https://patentimages.storage.googleapis.com/5b/27/af/bf8b174f52ffac/US20140208782A1-20140731-D00000.png
US-11125483-B2,Refrigeration system with condenser temperature differential setpoint control ,"Hill Phoenix, Inc.","Timothy D. Swofford, Neil J. Rathje, Jules G. Choueifati",2016-06-21,2016-12-21,2021-09-21,2021-09-21,https://patents.google.com/patent/US11125483B2/en,https://patentimages.storage.googleapis.com/cd/83/99/38270425969128/US11125483-20210921-D00000.png
US-2021107840-A1,Processes and systems for carbon dioxide sequestration and related concrete compositions ,Crh Group Canada Inc.,Bill GONG,2018-07-04,2020-12-22,2021-04-15,,https://patents.google.com/patent/US20210107840A1/en,https://patentimages.storage.googleapis.com/69/59/a4/742896093b3d8a/US20210107840A1-20210415-D00000.png
KR-102119949-B1,Removable remote control hyperbaric oxygen treatment system based on platform ,(주)아이벡스메디칼시스템즈,"윤석호, 박종준, 김성훈, 여동빈",2018-07-23,2018-07-23,2020-06-16,2020-06-16,https://patents.google.com/patent/KR102119949B1/en,https://patentimages.storage.googleapis.com/98/01/be/f57b3f2ccb274c/112018072578596-pat00001.png
US-2015353397-A1,Water reuse system and method ,"Tzahi Y. Cath, Ryan W. HOLLOWAY, John R. Herron, Keith A. Lampi, Pravin Murkute","Tzahi Y. Cath, Ryan W. HOLLOWAY, John R. Herron, Keith A. Lampi, Pravin S. MURKUTE",2013-01-10,2014-01-10,2015-12-10,,https://patents.google.com/patent/US20150353397A1/en,https://patentimages.storage.googleapis.com/d4/be/5e/aa35db177fc992/US20150353397A1-20151210-D00000.png
WO-2018160888-A1,Direct air capture (dac) carbon dioxide (co2) sequestration methods and systems ,"Blue Planet, Ltd.","Brent R. Constantz, Jacob Schneider, Mark BEWERNITZ, Christopher L. CAMIRE, Seung-Hee Kang, Liat ZAVODIVKER, Ken Hines",2017-03-02,2018-03-01,2018-09-07,,https://patents.google.com/patent/WO2018160888A1/en,
CN-105406146-B,The carbon dioxide sub critical extraction and recovery reuse method of waste and old lithium ionic cell electrolyte ,哈尔滨工业大学,"戴长松, 穆德颖, 刘元龙",2015-12-31,2015-12-31,2018-10-30,2018-10-30,https://patents.google.com/patent/CN105406146B/en,
KR-102367522-B1,Process and apparatus for heavy hydrocarbon removal from lean natural gas before liquefaction ,루머스 테크놀로지 엘엘씨,"토마스 케이. 개스킨, 페레이둔 야민, 산지브 엔. 파텔, 캐서린 엘. 발코",2014-03-14,2015-03-13,2022-02-25,2022-02-25,https://patents.google.com/patent/KR102367522B1/en,https://patentimages.storage.googleapis.com/2e/5a/4c/9ce2d8e74e8c22/112016110557257-pct00015.png
US-2020141282-A1,Natural gas combined power generation process with zero carbon emission ,China University Of Petroleum (East China),"Yingyun Qiao, Yuanyu Tian, Kechang Xie, Lanyi Sun, Rui Liu, Lichao Hu, Ze Yang",2018-11-02,2019-08-29,2020-05-07,,https://patents.google.com/patent/US20200141282A1/en,https://patentimages.storage.googleapis.com/89/31/a9/23ee29aa34e210/US20200141282A1-20200507-D00000.png
US-2020140770-A1,Integrated coal gasification combined power generation process with zero carbon emission ,China University Of Petroleum (East China),"Yuanyu Tian, Yingyun Qiao, Kechang Xie, Lanyi Sun, Fanfan Xu, Xue Ming, Yanpeng Zhang",2018-11-02,2019-08-29,2020-05-07,,https://patents.google.com/patent/US20200140770A1/en,https://patentimages.storage.googleapis.com/61/80/32/15cf222b95742f/US20200140770A1-20200507-D00000.png
CN-106214725-B,Preparation method of radix pseudostellariae fibrous extract ,福建贝迪药业有限公司,"张炎达, 潘慧青, 杨荣平, 肖建设, 林贺桂, 赵齐",2016-08-30,2016-08-30,2019-12-06,2019-12-06,https://patents.google.com/patent/CN106214725B/en,
SA-115370079-B1,Method of monitoring carbon dioxide leakage in carbon capture and storage reservoirs ,جامعه الملك فهد للبترول والمعادن,اللطيف ايه. الشهيل عبد,2014-11-24,2015-11-15,2018-04-29,,https://patents.google.com/patent/SA115370079B1/en,
CN-103618120-B,"In a kind of negative electrode material of waste lithium ion battery, graphite and copper sheet is separated and recovery method ","广东邦普循环科技有限公司, 湖南邦普循环科技有限公司","周顺, 周汉章, 谭静进",2013-12-06,2013-12-06,2016-04-27,2016-04-27,https://patents.google.com/patent/CN103618120B/en,
CN-109181643-A,"Metallic ore, nonmetallic ore and coal mine dig lane, when opencast mining, dust-removing method ",侯英翔,侯英翔,2017-03-03,2017-03-27,2019-01-11,,https://patents.google.com/patent/CN109181643A/en,
CN-104592546-B,A kind of method for recycling waste and old carbon fiber/epoxy resin composite material ,武汉理工大学,"秦岩, 许亚丰, 邹镇岳, 李洋, 陈林锴",2014-12-29,2014-12-29,2018-04-27,2018-04-27,https://patents.google.com/patent/CN104592546B/en,
AU-2019200494-A1,Macrolides and methods of their preparation and use ,President And Fellows Of Harvard College,"Andrew G. Myers, Ian Bass SEIPLE, Ziyang Zhang",2013-04-04,2019-01-24,2019-02-14,,https://patents.google.com/patent/AU2019200494A1/en,
EP-2989176-B1,"Method for controlling scale formation, using an allylsulfonate-styrene sulfonate polymer ",Kemira Oyj,"Lucas Moore, Laura Sanders",2013-04-24,2014-04-24,2020-04-15,2020-04-15,https://patents.google.com/patent/EP2989176B1/en,https://patentimages.storage.googleapis.com/8f/ca/f3/d14983e4de8497/imgf0001.png
CN-108636304-B,Method for preparing aerogel by supercritical drying method and device for supercritical drying ,航天特种材料及工艺技术研究所,"王子宁, 周玉贵, 邹军锋, 李文静, 刘斌, 赵英民",2018-05-16,2018-05-16,2021-04-30,2021-04-30,https://patents.google.com/patent/CN108636304B/en,https://patentimages.storage.googleapis.com/4a/1b/3e/e424c1f83fb026/HDA0001662471670000011.png
TW-I583880-B,"Magneto-cryogenic valves, systems and methods for modulating flow in a conduit ",拜歐菲樂Ｉｐ有限責任公司,"丹尼爾Ｘ 雷, 里德 尼克拉斯 劉, 艾瑞克森Ｃ 辛尼席羅斯",2013-09-13,2014-09-12,2017-05-21,2017-05-21,https://patents.google.com/patent/TWI583880B/en,
AU-2019200422-A1,Polycyclic-carbamoylpyridone compounds and their pharmaceutical use ,"Gilead Sciences, Inc.","Elizabeth M. Bacon, Zhenhong R. Cai, Jeromy J. Cottell, Mingzhe Ji, Haolun Jin, Scott E. Lazerwith, Philip Anthony Morganelli, Hyung-Jung Pyun",2014-12-23,2019-01-22,2019-02-07,,https://patents.google.com/patent/AU2019200422A1/en,
US-10712072-B2,"Transportable container, charger system, method and kit for generation of carbon dioxide snow block in-situ within the transportable container for preservation of items stored therewithin ","Praxair Technology, Inc.","Ying Zhou, Ranko Bursac, Robert R Sever",2016-07-11,2017-07-10,2020-07-14,2020-07-14,https://patents.google.com/patent/US10712072B2/en,https://patentimages.storage.googleapis.com/8c/4a/ac/0a018a3f355c34/US10712072-20200714-D00000.png
US-11608592-B2,Fiber dyeing method using supercritical carbon dioxide fluid as medium ,"Soochow University, Shandong Gaomian Group Co., Ltd.","Jiajie LONG, Chong Cai, Chao Gao, Wei Gao",2018-10-16,2018-11-06,2023-03-21,2023-03-21,https://patents.google.com/patent/US11608592B2/en,https://patentimages.storage.googleapis.com/7e/18/7b/f5ae26a6da1711/US11608592-20230321-D00001.png
US-11564966-B2,Method for separating eight components in Chinese traditional medicine composition ,"Shijiazhuang Yiling Pharmaceutical Co., Ltd.","Chuangfeng Zhang, Shuo Shen, Lianqiang Song",2017-11-10,2018-10-25,2023-01-31,2023-01-31,https://patents.google.com/patent/US11564966B2/en,https://patentimages.storage.googleapis.com/41/13/76/cff09fb274d666/US11564966-20230131-D00001.png
US-2014242676-A1,Artificial leaf-like microphotobioreactor and methods for making the same ,"Los Alamos National Security, Llc","Amr I. Abdel-Fattah, Jennifer Ann Hollingsworth, Peng He, Richard Thomas Sayre, Suzanne Zoe Fisher",2013-02-01,2014-01-31,2014-08-28,,https://patents.google.com/patent/US20140242676A1/en,https://patentimages.storage.googleapis.com/09/de/ef/be5f1a068f3dce/US20140242676A1-20140828-D00001.png
EP-3596004-B1,Method for producing hydrogen and methanol ,"L'AIR LIQUIDE, Société Anonyme pour l'Etude et l'Exploitation des Procédés Georges Claude","Alexander Roesch, Alain Guillard",2017-03-13,2018-03-13,2023-06-07,2023-06-07,https://patents.google.com/patent/EP3596004B1/en,https://patentimages.storage.googleapis.com/cb/75/71/f6066b4525b0fc/imgf0001.png
CN-113677419-A,Synthesis gas separation method for hydrogen production equipment for carbon capture and sequestration ,沙特阿拉伯石油公司,"塞尔盖·维克托罗夫·阿尔卡达克斯基, 努沙德·昆麻, 齐亚德·塔雷克·艾哈迈德",2019-04-08,2020-04-05,2021-11-19,,https://patents.google.com/patent/CN113677419A/en,https://patentimages.storage.googleapis.com/22/50/4f/e23ea9814552a3/HDA0003292624190000011.png
US-2020408425-A1,"Cooling, heating and humidity Stabilization Using Humidity Fluctuations ",Termotera Ltd,Dror Zchori,2018-02-26,2019-02-26,2020-12-31,,https://patents.google.com/patent/US20200408425A1/en,https://patentimages.storage.googleapis.com/de/6d/01/7787857abe9486/US20200408425A1-20201231-D00000.png
CN-107174867-A,"Coal does new material, dedusting and improvement haze again after mixing and mix with other materials ",侯英翔,侯英翔,2016-02-26,2017-02-17,2017-09-19,,https://patents.google.com/patent/CN107174867A/en,
WO-2021238023-A1,"Carbon dioxide capture and utilization system integrated with steel mill, and use method thereof ",中国华能集团清洁能源技术研究院有限公司,"尚航, 牛红伟, 郭东方, 刘练波, 郜时旺",2020-05-28,2020-10-15,2021-12-02,,https://patents.google.com/patent/WO2021238023A1/en,https://patentimages.storage.googleapis.com/48/94/3c/974b7bf77f34a2/PCTCN2020121181-appb-300001.png
CN-107229267-A,A kind of building ecological cloud platform based on Internet of Things ,山东建筑大学,"汪明, 邱实, 张仁昊, 张桂青, 李旭, 王玉玲",2017-07-20,2017-07-20,2017-10-03,,https://patents.google.com/patent/CN107229267A/en,
CN-112267920-A,Closed supercritical carbon dioxide power generation system and method with carbon capture and utilization and fuel gas circulating waste heat utilization ,华北电力大学（保定）,"康佳垚, 刘长良",2020-09-14,2020-09-14,2021-01-26,,https://patents.google.com/patent/CN112267920A/en,https://patentimages.storage.googleapis.com/71/b7/6b/b6ac155eb3e7d8/HSA0000220003050000011.png
CA-2959802-C,Use of carbon dioxide generated by hydropyrolysis for process inertization ,"Gas Technology Institute, Martin B. Linck, Terry L. Marker, Michael J. Roberts, Larry G. Felix","Martin B. Linck, Terry L. Marker, Michael J. Roberts, Larry G. Felix",2014-09-05,2015-09-03,2023-04-04,2023-04-04,https://patents.google.com/patent/CA2959802C/en,
CN-112263890-A,Flue gas waste heat utilization type carbon capture method and system ,国电新能源技术研究院有限公司,"常超, 杨阳, 高腾飞, 徐冬, 孙振新, 徐妍",2020-09-10,2020-09-10,2021-01-26,,https://patents.google.com/patent/CN112263890A/en,https://patentimages.storage.googleapis.com/51/65/8d/e71713a3ba4b97/HDA0002675380300000011.png
CN-110187688-A,Industrialized agriculture intelligence liquid manure integral control system and control method ,青岛农业大学,"马德新, 徐鹏民",2019-06-14,2019-06-14,2019-08-30,,https://patents.google.com/patent/CN110187688A/en,
CN-111420516-A,Steam waste heat cascade utilization system for carbon capture absorbent regeneration system ,北京中冶设备研究设计总院有限公司,"黄忠源, 张富信, 张金良, 梁文玉, 李凤善, 刘猛",2020-04-24,2020-04-24,2020-07-17,,https://patents.google.com/patent/CN111420516A/en,https://patentimages.storage.googleapis.com/ae/b2/19/b1d3a8fbed1233/HDA0002466258060000011.png
CN-113480004-B,Method for deeply denitrifying urban sewage after carbon and phosphorus capture and realizing phosphorus recovery through PDA (personal digital Assistant) ,北京工业大学,"彭永臻, 尚涛涛, 宫小斐, 宫庆腾",2021-07-15,2021-07-15,2023-04-07,2023-04-07,https://patents.google.com/patent/CN113480004B/en,https://patentimages.storage.googleapis.com/81/4c/8d/cf4cfdea57ccd2/HDA0003164558990000011.png
CN-109876590-A,A kind of thermal power plant utilizes LNG cold energy carbon capture system and carbon capture method ,赫普科技发展（北京）有限公司,"杨豫森, 崔华, 陈辉",2019-03-20,2019-03-20,2019-06-14,,https://patents.google.com/patent/CN109876590A/en,
CA-3073107-A1,Improved method and system of carbon sequestration and carbon negative power system ,"Enhanced Energy Group LLC, Paul M. Dunn",Paul M. Dunn,2017-08-15,2018-08-15,2019-02-21,,https://patents.google.com/patent/CA3073107A1/en,
US-10408128-B2,Solar assisted gas turbine desalination and carbon capture system ,King Fahd University Of Petroleum And Minerals,"Esmail Mohamed Ali MOKHEIMER, Mohamed Abdel Aziz HABIB",2016-04-29,2016-04-29,2019-09-10,2019-09-10,https://patents.google.com/patent/US10408128B2/en,https://patentimages.storage.googleapis.com/3c/ab/ae/1940d45dc3cf6c/US10408128-20190910-D00000.png
CN-111729483-A,Carbon dioxide capture system and method ,"中国华电科工集团有限公司, 华电环保系统工程有限公司, 江苏华电句容发电有限公司","孙路长, 王争荣, 王桦, 王凯亮, 吴冲, 张丽亚, 文潇贤, 汪洋, 何佳, 张士明, 陈志荣",2020-07-23,2020-07-23,2020-10-02,,https://patents.google.com/patent/CN111729483A/en,https://patentimages.storage.googleapis.com/a2/c8/34/3d3166427f2ddd/HDA0002598883980000011.png
CN-111754133-A,Comprehensive energy system source-load low-carbon economic dispatching method considering carbon capture system ,太原理工大学,"贾燕冰, 田丰, 申炳基, 韩肖清, 白云, 任海泉, 陈浩, 黄涛",2020-06-30,2020-06-30,2020-10-09,,https://patents.google.com/patent/CN111754133A/en,
CN-103453542-A,Power plant carbon and oxygen circulation utilization device and process of device ,程礼华,程礼华,2013-09-03,2013-09-03,2013-12-18,,https://patents.google.com/patent/CN103453542A/en,https://patentimages.storage.googleapis.com/0e/6d/a3/1384f0b67682ea/130903153101.png
CA-3091524-A1,Fluidized bed extractors for capture of co2 from ambient air ,"Carbon Sink, Inc., Alain L. Bourhis, David K. Steckler, Raffaella Sordella, Frank O'KEEFE","Alain L. Bourhis, David K. Steckler, Raffaella Sordella, Frank O'KEEFE",2018-02-16,2019-02-14,2019-08-22,,https://patents.google.com/patent/CA3091524A1/en,
WO-2022037712-A1,"Comprehensive system for supplying refrigeration and heating by means of energy storage type carbon dioxide circulation and for use with fire control servo, and operating method therefor ","中国长江三峡集团有限公司, 中南大学","蔺新星, 尹立坤, 顾玲俐, 苏文",2020-12-28,2021-09-29,2022-02-24,,https://patents.google.com/patent/WO2022037712A1/en,https://patentimages.storage.googleapis.com/9d/f2/06/8044e7d666e53f/PCTCN2021121539-appb-300001.png
CN-114262902-A,System and method for co-production of chemicals by carbon capture coupling water electrolysis hydrogen production of coal-fired power plant ,中国电力工程顾问集团华北电力设计院有限公司,"冯静, 彭红文",2022-01-21,2022-01-21,2022-04-01,,https://patents.google.com/patent/CN114262902A/en,https://patentimages.storage.googleapis.com/0e/5a/c9/3c68031b057a26/HDA0003483414070000011.png
CN-212701238-U,Carbon dioxide capture system ,"中国华电科工集团有限公司, 华电环保系统工程有限公司","王争荣, 孙路长, 汪洋, 王桦, 耿宣, 苏军划, 胡小夫",2020-07-15,2020-07-15,2021-03-16,2021-03-16,https://patents.google.com/patent/CN212701238U/en,https://patentimages.storage.googleapis.com/fd/6c/fe/1454ee30dd3a73/HDA0002586292180000011.png
CN-109821341-A,A kind of gas turbine utilizes LNG cold energy carbon capture system and carbon capture method ,赫普科技发展（北京）有限公司,"杨豫森, 崔华, 陈辉",2019-03-20,2019-03-20,2019-05-31,,https://patents.google.com/patent/CN109821341A/en,
CN-114037292-A,Low-carbon optimized scheduling method of electricity-gas integrated energy system considering carbon capture ,云南电网有限责任公司保山供电局,"余莎, 何光层, 李新洪, 彭文英, 聂剑锋, 叶志祥, 李树东, 杨竣皓",2021-11-11,2021-11-11,2022-02-11,,https://patents.google.com/patent/CN114037292A/en,https://patentimages.storage.googleapis.com/ab/d4/13/e244712fa0c4fe/HDA0003350397800000011.png
CN-114580863-A,Regional comprehensive energy system economic dispatching method of carbon-containing capture equipment and photo-thermal power station considering comprehensive demand response ,三峡大学,"张涛, 刘景�, 霍然",2022-02-21,2022-02-21,2022-06-03,,https://patents.google.com/patent/CN114580863A/en,https://patentimages.storage.googleapis.com/24/4c/48/71c32449d378cd/HDA0003513051600000011.png
AU-2014235197-B2,Integrated power generation and carbon capture using fuel cells ,Exxonmobil Research And Engineering Company,"Timothy Andrew BARCKHOLTZ, Paul J. Berlowitz, Frank Hershkowitz",2013-03-15,2014-03-13,2018-03-22,2018-03-22,https://patents.google.com/patent/AU2014235197B2/en,
WO-2022096026-A1,Device and method for two-bed hydrate continuous co2 capture ,中国科学院广州能源研究所,"龙臻, 何勇, 梁德青, 周雪冰",2021-07-02,2021-12-17,2022-05-12,,https://patents.google.com/patent/WO2022096026A1/en,https://patentimages.storage.googleapis.com/ff/fd/fb/286350bb1185f6/PCTCN2021139064-appb-300001.png
CA-3129776-A1,Co2 separation & liquefaction system and method ,"Miles L. Abarr, Bright Energy Storage Technologies, Llp, Scott Raymond Frazier, Carbon Capture America, Inc.","Miles L. Abarr, Scott Raymond Frazier",2019-03-29,2020-03-30,2020-10-08,,https://patents.google.com/patent/CA3129776A1/en,
AU-2017224279-A1,Method and device for the electrochemical utilization of carbon dioxide ,Siemens Aktiengesellschaft,"Manfred Baldauf, Marc Hanebuth, Katharina Stark",2016-02-24,2017-02-20,2018-08-02,,https://patents.google.com/patent/AU2017224279A1/en,
CN-103120886-A,Method for efficiently removing CO2 from flue gas with utilization of hollow fiber hydrophobic membrane ,重庆大学,"闫云飞, 张力, 张智恩, 鞠顺祥, 杨仲卿, 陈艳容, 唐强, 冉景煜, 蒲舸",2013-01-25,2013-01-25,2013-05-29,,https://patents.google.com/patent/CN103120886A/en,https://patentimages.storage.googleapis.com/6e/c0/2f/69aa21c3ae149c/130125094158.png
CA-2973558-A1,Alumina and carbonate production method from al-rich materials with integrated co2 utilization ,"Nordic Mining Asa, Institutt For Energiteknikk, Asuncion Aranda, Johann Mastin","Asuncion Aranda, Johann Mastin",2014-03-12,2015-03-11,2015-09-17,,https://patents.google.com/patent/CA2973558A1/en,
US-9606553-B2,SanSSoil (soil-less) indoor farming for food and energy production ,Sadeg M. Faris,Sadeg M. Faris,2013-05-05,2013-05-05,2017-03-28,2017-03-28,https://patents.google.com/patent/US9606553B2/en,https://patentimages.storage.googleapis.com/ea/a5/93/a2876fa9718a6c/US09606553-20170328-D00000.png
CN-103143247-A,Preparation method of gathering and catalytic cyclic utilization of carbon dioxide ,"程礼华, 沈宏良, 应惟白","程礼华, 沈宏良, 应惟白",2013-01-30,2013-01-30,2013-06-12,,https://patents.google.com/patent/CN103143247A/en,https://patentimages.storage.googleapis.com/b6/c8/97/04cd6bec03df2d/130129151414.png
CN-106431158-A,Method for preparing building material product by clinker-free steel slag gel material and multiple CO2 absorbing techniques ,武汉大学,"何真, 李振, 梁辰",2016-10-12,2016-10-12,2017-02-22,,https://patents.google.com/patent/CN106431158A/en,
JP-2017511956-A,"Reformer / electrolyzer / refiner (REP) assembly for hydrogen production, system incorporating the assembly, and hydrogen production method ","フュエルセル エナジー， インコーポレイテッドＦｕｅｌｃｅｌｌ Ｅｎｅｒｇｙ， Ｉｎｃ．, フュエルセル  エナジー，  インコーポレイテッド","フレッド， シー． ヤンク，, フレッド，  シー． ヤンク，, マシュー ラムブレッチ，, マシュー ラムブレッチ，, ピナキン パテル，, ピナキン パテル，, モハンマド ファルーク，, モハンマド ファルーク，, チャオ‐イ ユウ，, チャオ‐イ ユウ，",2014-01-31,2015-01-30,2017-04-27,,https://patents.google.com/patent/JP2017511956A/en,https://patentimages.storage.googleapis.com/37/77/a9/4ae98cf24a6198/2017511956-15.png
CN-105777791-A,Preparation method of zirconium-based microporous coordination polymer ,李亚丰,李亚丰,2016-03-17,2016-03-17,2016-07-20,,https://patents.google.com/patent/CN105777791A/en,
CN-108932351-B,Method and system for generating route map of carbon capture and sequestration technology ,北京理工大学,"魏一鸣, 王晋伟, 廖华, 唐葆君, 余碧莹, 康佳宁",2018-08-20,2018-08-20,2020-06-23,2020-06-23,https://patents.google.com/patent/CN108932351B/en,https://patentimages.storage.googleapis.com/e8/30/0c/105b221f864066/HDA0001770166120000011.png
